session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,random,feedback,temp,LLM
9,3,37,65,89,100,94,96,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,4,40,65,90,80,100,100,97,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,5,50,67,65,100,100,96,100,100,100,75,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,6,50,68,88,100,98,100,100,100,88,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,7,50,68,77,100,62,79,100,99,99,92,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,8,35,50,83,70,95,92,100,99,100,84,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,9,50,68,89,100,100,85,100,98,100,75,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,10,50,55,60,100,94,100,90,98,98,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,11,50,65,89,100,100,80,77,100,98,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,chatgpt4
9,1,50,67,85,100,100,90,100,99,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,2,37,66,89,100,100,90,100,85,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,3,50,49,85,100,100,100,100,97,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,4,45,66,89,100,73,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,5,50,63,89,73,100,100,88,100,100,70,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,6,50,64,80,100,94,92,100,98,98,99,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,7,50,50,75,100,75,92,100,77,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,8,50,55,89,100,100,100,100,90,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,9,60,67,88,85,85,94,100,100,100,99,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,10,50,63,88,90,95,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,11,50,55,65,70,75,98,80,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,chatgpt4
9,1,50,74,88,100,93,100,100,100,99,99,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,2,50,67,83,100,95,95,82,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,3,50,62,90,100,95,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,4,50,67,91,90,100,92,100,82,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,5,65,65,88,75,75,100,98,95,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,6,62,66,89,100,100,80,100,87,99,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,7,50,68,90,100,100,100,80,100,97,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,8,66,67,75,80,100,100,100,100,99,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,9,50,55,63,100,100,96,85,100,95,75,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,10,50,67,78,72,100,85,85,98,89,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
9,11,43,67,89,100,90,78,96,100,70,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,chatgpt4
1,1,67,49,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,2,33,50,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,3,33,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,4,67,59,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,5,33,50,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,6,33,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,7,33,50,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,8,67,50,56,61,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,9,67,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,10,33,50,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,11,33,50,54,63,71,79,80,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
1,1,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,2,33,50,65,88,90,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,3,33,67,65,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,4,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,5,33,50,65,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,6,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,7,33,33,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,8,67,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,9,33,50,67,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,10,33,33,67,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,11,33,50,67,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
1,1,67,33,43,51,61,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,2,67,67,50,54,49,50,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,3,67,50,50,53,49,53,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,4,67,55,46,54,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,5,67,50,60,51,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,6,33,50,46,51,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,7,67,66,46,51,49,50,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,8,33,50,44,49,47,49,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,9,33,50,80,51,49,58,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,10,67,55,60,51,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
1,11,33,67,74,51,49,55,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,1,33,50,54,63,71,79,85,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,2,33,50,55,63,70,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,3,67,33,55,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,4,67,67,54,63,70,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,5,33,67,54,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,6,67,50,55,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,7,67,67,54,61,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,8,33,50,54,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,9,33,50,55,61,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,10,67,50,55,61,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,11,33,50,61,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
2,1,33,67,66,87,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,2,67,67,65,88,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,3,67,67,65,87,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,4,33,67,66,87,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,5,67,67,64,87,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,6,33,67,66,87,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,7,66,67,66,88,80,75,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,8,67,67,67,87,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,9,67,67,65,87,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,10,67,67,65,87,100,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,11,67,67,65,88,80,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
2,1,33,33,46,51,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,2,33,67,73,51,49,55,47,39,36,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,3,67,33,71,51,49,55,47,39,34,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,4,67,50,46,48,49,54,47,39,34,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,5,67,50,45,53,49,50,47,39,34,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,6,33,33,76,53,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,7,33,67,76,53,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,8,33,33,56,51,49,55,47,39,34,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,9,33,67,80,48,49,58,47,39,34,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,10,33,67,55,53,49,49,47,39,41,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
2,11,66,50,45,54,49,49,47,39,34,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,1,67,67,55,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,2,67,67,58,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,3,67,67,54,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,4,67,67,55,61,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,5,67,33,54,61,71,79,85,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,6,67,33,54,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,7,33,50,56,63,71,79,85,82,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,8,33,50,55,63,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,9,67,50,54,61,70,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,10,67,50,55,63,70,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,11,33,55,56,61,71,79,85,81,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
3,1,33,33,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,2,67,67,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,3,33,67,65,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,4,67,50,65,88,100,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,5,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,6,67,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,7,33,67,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,8,33,50,65,88,100,80,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,9,33,67,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,10,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,11,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
3,1,67,67,70,53,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,2,67,67,76,58,49,50,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,3,33,67,80,51,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,4,33,33,49,53,49,57,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,5,67,67,45,54,47,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,6,33,67,45,51,47,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,7,67,67,55,51,49,42,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,8,33,33,46,51,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,9,33,33,45,54,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,10,67,50,45,51,49,52,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
3,11,67,50,50,54,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,1,67,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,2,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,3,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,4,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,5,67,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,6,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,7,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,8,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,9,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,10,33,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,11,67,67,67,67,67,67,67,67,67,67,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
4,1,67,33,50,74,99,50,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,2,33,67,80,74,99,80,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,3,67,67,51,74,99,50,78,80,75,82,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,4,67,33,55,74,99,50,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,5,67,67,76,74,99,50,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,6,33,66,55,74,99,50,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,7,67,68,50,74,99,80,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,8,33,66,50,74,99,50,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,9,67,66,49,74,99,80,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,10,66,66,45,74,99,50,78,50,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,11,67,66,50,74,99,50,78,80,75,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
4,1,67,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,2,67,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,3,67,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,4,33,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,6,67,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,7,33,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,8,33,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,9,67,68,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,10,67,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
4,11,33,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,1,33,59,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,2,67,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,3,33,50,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,4,67,50,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,5,67,50,55,63,71,79,80,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,6,67,50,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,7,67,59,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,8,33,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,9,33,50,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,10,33,50,56,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,11,67,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
5,1,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,2,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,3,67,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,4,33,67,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,5,33,67,65,87,90,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,6,33,50,65,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,7,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,8,33,50,67,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,9,33,50,67,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,10,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,11,33,50,65,88,90,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
5,1,67,67,44,51,47,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,2,67,66,74,51,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,3,67,67,60,49,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,4,67,67,44,49,49,49,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,5,67,50,50,51,49,50,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,6,33,67,43,49,61,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,7,33,50,80,54,49,53,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,8,33,50,74,54,47,53,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,9,67,66,46,53,61,50,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,10,67,50,60,51,49,49,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
5,11,67,50,50,51,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
6,1,67,49,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,2,67,50,56,63,71,79,80,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,3,33,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,4,33,50,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,5,33,49,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,6,33,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,7,33,50,56,61,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,8,33,50,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,9,33,50,54,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,10,67,49,55,63,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,11,67,49,55,61,71,79,75,70,65,61,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude2
6,1,67,33,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,2,33,50,65,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,3,33,50,65,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,4,33,33,65,88,90,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,5,67,50,65,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,6,33,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,7,67,50,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,8,33,50,67,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,9,33,33,67,87,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,10,67,67,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,11,33,33,65,88,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude2
6,1,67,33,80,53,49,55,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
6,2,33,50,46,51,49,58,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
6,3,33,66,60,51,49,49,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
6,4,67,50,44,51,49,50,47,39,31,29,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
6,5,67,50,60,51,49,55,47,39,31,27,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude2
