subject,response,p_val,size,avg,act_as,play_against,temp
66,22,3-Feb,11,average,human decision maker,human decision maker,0.5
67,22,3-Feb,11,average,human decision maker,human decision maker,0.5
68,22,3-Feb,11,average,human decision maker,human decision maker,0.5
69,22,3-Feb,11,average,human decision maker,human decision maker,0.5
70,22,3-Feb,11,average,human decision maker,human decision maker,0.5
71,22,3-Feb,11,average,human decision maker,human decision maker,0.5
72,22,3-Feb,11,average,human decision maker,human decision maker,0.5
73,22,3-Feb,11,average,human decision maker,human decision maker,0.5
74,22,3-Feb,11,average,human decision maker,human decision maker,0.5
75,22,3-Feb,11,average,human decision maker,human decision maker,0.5
76,22,3-Feb,11,average,human decision maker,human decision maker,0.5
77,22,3-Feb,11,average,human decision maker,human decision maker,0.5
78,22,3-Feb,11,average,human decision maker,human decision maker,0.5
79,22,3-Feb,11,average,human decision maker,human decision maker,0.5
80,22,3-Feb,11,average,human decision maker,human decision maker,0.5
81,22,3-Feb,11,average,human decision maker,human decision maker,0.5
82,22,3-Feb,11,average,human decision maker,human decision maker,0.5
83,22,3-Feb,11,average,human decision maker,human decision maker,0.5
84,22,3-Feb,11,average,human decision maker,human decision maker,0.5
85,22,3-Feb,11,average,human decision maker,human decision maker,0.5
86,22,3-Feb,11,average,human decision maker,human decision maker,0.5
87,22,3-Feb,11,average,human decision maker,human decision maker,0.5
88,22,3-Feb,11,average,human decision maker,human decision maker,0.5
89,22,3-Feb,11,average,human decision maker,human decision maker,0.5
90,22,3-Feb,11,average,human decision maker,human decision maker,0.5
91,22,3-Feb,11,average,human decision maker,human decision maker,0.5
92,22,3-Feb,11,average,human decision maker,human decision maker,0.5
93,22,3-Feb,11,average,human decision maker,human decision maker,0.5
94,22,3-Feb,11,average,human decision maker,human decision maker,0.5
95,22,3-Feb,11,average,human decision maker,human decision maker,0.5
96,22,3-Feb,11,average,human decision maker,human decision maker,0.5
97,22,3-Feb,11,average,human decision maker,human decision maker,0.5
98,22,3-Feb,11,average,human decision maker,human decision maker,0.5
99,22,3-Feb,11,average,human decision maker,human decision maker,0.5
100,22,3-Feb,11,average,human decision maker,human decision maker,0.5
1,67,3-Apr,11,average,human decision maker,human decision maker,0.5
2,50,3-Apr,11,average,human decision maker,human decision maker,0.5
3,50,3-Apr,11,average,human decision maker,human decision maker,0.5
4,67,3-Apr,11,average,human decision maker,human decision maker,0.5
5,67,3-Apr,11,average,human decision maker,human decision maker,0.5
6,50,3-Apr,11,average,human decision maker,human decision maker,0.5
7,27,3-Apr,11,average,human decision maker,human decision maker,0.5
8,50,3-Apr,11,average,human decision maker,human decision maker,0.5
9,45,3-Apr,11,average,human decision maker,human decision maker,0.5
10,67,3-Apr,11,average,human decision maker,human decision maker,0.5
11,45,3-Apr,11,average,human decision maker,human decision maker,0.5
12,45,3-Apr,11,average,human decision maker,human decision maker,0.5
13,28,3-Apr,11,average,human decision maker,human decision maker,0.5
14,28,3-Apr,11,average,human decision maker,human decision maker,0.5
15,50,3-Apr,11,average,human decision maker,human decision maker,0.5
16,50,3-Apr,11,average,human decision maker,human decision maker,0.5
17,27,3-Apr,11,average,human decision maker,human decision maker,0.5
18,27,3-Apr,11,average,human decision maker,human decision maker,0.5
19,27,3-Apr,11,average,human decision maker,human decision maker,0.5
20,50,3-Apr,11,average,human decision maker,human decision maker,0.5
21,50,3-Apr,11,average,human decision maker,human decision maker,0.5
22,50,3-Apr,11,average,human decision maker,human decision maker,0.5
23,47,3-Apr,11,average,human decision maker,human decision maker,0.5
24,45,3-Apr,11,average,human decision maker,human decision maker,0.5
25,27,3-Apr,11,average,human decision maker,human decision maker,0.5
26,50,3-Apr,11,average,human decision maker,human decision maker,0.5
27,45,3-Apr,11,average,human decision maker,human decision maker,0.5
28,45,3-Apr,11,average,human decision maker,human decision maker,0.5
29,50,3-Apr,11,average,human decision maker,human decision maker,0.5
30,50,3-Apr,11,average,human decision maker,human decision maker,0.5
31,67,3-Apr,11,average,human decision maker,human decision maker,0.5
32,50,3-Apr,11,average,human decision maker,human decision maker,0.5
33,45,3-Apr,11,average,human decision maker,human decision maker,0.5
34,27,3-Apr,11,average,human decision maker,human decision maker,0.5
35,50,3-Apr,11,average,human decision maker,human decision maker,0.5
36,50,3-Apr,11,average,human decision maker,human decision maker,0.5
37,47,3-Apr,11,average,human decision maker,human decision maker,0.5
38,28,3-Apr,11,average,human decision maker,human decision maker,0.5
39,50,3-Apr,11,average,human decision maker,human decision maker,0.5
40,50,3-Apr,11,average,human decision maker,human decision maker,0.5
41,45,3-Apr,11,average,human decision maker,human decision maker,0.5
42,50,3-Apr,11,average,human decision maker,human decision maker,0.5
43,28,3-Apr,11,average,human decision maker,human decision maker,0.5
44,50,3-Apr,11,average,human decision maker,human decision maker,0.5
45,45,3-Apr,11,average,human decision maker,human decision maker,0.5
46,45,3-Apr,11,average,human decision maker,human decision maker,0.5
47,27,3-Apr,11,average,human decision maker,human decision maker,0.5
48,45,3-Apr,11,average,human decision maker,human decision maker,0.5
49,45,3-Apr,11,average,human decision maker,human decision maker,0.5
50,27,3-Apr,11,average,human decision maker,human decision maker,0.5
51,50,3-Apr,11,average,human decision maker,human decision maker,0.5
52,27,3-Apr,11,average,human decision maker,human decision maker,0.5
53,27,3-Apr,11,average,human decision maker,human decision maker,0.5
54,45,3-Apr,11,average,human decision maker,human decision maker,0.5
55,28,3-Apr,11,average,human decision maker,human decision maker,0.5
56,45,3-Apr,11,average,human decision maker,human decision maker,0.5
57,45,3-Apr,11,average,human decision maker,human decision maker,0.5
58,50,3-Apr,11,average,human decision maker,human decision maker,0.5
59,27,3-Apr,11,average,human decision maker,human decision maker,0.5
60,50,3-Apr,11,average,human decision maker,human decision maker,0.5
61,67,3-Apr,11,average,human decision maker,human decision maker,0.5
62,50,3-Apr,11,average,human decision maker,human decision maker,0.5
63,50,3-Apr,11,average,human decision maker,human decision maker,0.5
64,27,3-Apr,11,average,human decision maker,human decision maker,0.5
65,67,3-Apr,11,average,human decision maker,human decision maker,0.5
66,50,3-Apr,11,average,human decision maker,human decision maker,0.5
67,27,3-Apr,11,average,human decision maker,human decision maker,0.5
68,45,3-Apr,11,average,human decision maker,human decision maker,0.5
69,27,3-Apr,11,average,human decision maker,human decision maker,0.5
70,45,3-Apr,11,average,human decision maker,human decision maker,0.5
71,67,3-Apr,11,average,human decision maker,human decision maker,0.5
72,27,3-Apr,11,average,human decision maker,human decision maker,0.5
73,27,3-Apr,11,average,human decision maker,human decision maker,0.5
74,27,3-Apr,11,average,human decision maker,human decision maker,0.5
75,27,3-Apr,11,average,human decision maker,human decision maker,0.5
76,67,3-Apr,11,average,human decision maker,human decision maker,0.5
77,45,3-Apr,11,average,human decision maker,human decision maker,0.5
78,27,3-Apr,11,average,human decision maker,human decision maker,0.5
79,27,3-Apr,11,average,human decision maker,human decision maker,0.5
80,50,3-Apr,11,average,human decision maker,human decision maker,0.5
81,27,3-Apr,11,average,human decision maker,human decision maker,0.5
82,50,3-Apr,11,average,human decision maker,human decision maker,0.5
83,50,3-Apr,11,average,human decision maker,human decision maker,0.5
84,67,3-Apr,11,average,human decision maker,human decision maker,0.5
85,45,3-Apr,11,average,human decision maker,human decision maker,0.5
86,28,3-Apr,11,average,human decision maker,human decision maker,0.5
87,67,3-Apr,11,average,human decision maker,human decision maker,0.5
88,45,3-Apr,11,average,human decision maker,human decision maker,0.5
89,67,3-Apr,11,average,human decision maker,human decision maker,0.5
90,50,3-Apr,11,average,human decision maker,human decision maker,0.5
91,50,3-Apr,11,average,human decision maker,human decision maker,0.5
92,45,3-Apr,11,average,human decision maker,human decision maker,0.5
93,45,3-Apr,11,average,human decision maker,human decision maker,0.5
94,28,3-Apr,11,average,human decision maker,human decision maker,0.5
95,45,3-Apr,11,average,human decision maker,human decision maker,0.5
96,27,3-Apr,11,average,human decision maker,human decision maker,0.5
97,50,3-Apr,11,average,human decision maker,human decision maker,0.5
98,27,3-Apr,11,average,human decision maker,human decision maker,0.5
99,23,3-Apr,11,average,human decision maker,human decision maker,0.5
100,27,3-Apr,11,average,human decision maker,human decision maker,0.5
1,17,2-Jan,11,average,human decision maker,human decision maker,0.75
2,17,2-Jan,11,average,human decision maker,human decision maker,0.75
3,22,2-Jan,11,average,human decision maker,human decision maker,0.75
4,22,2-Jan,11,average,human decision maker,human decision maker,0.75
5,17,2-Jan,11,average,human decision maker,human decision maker,0.75
6,22,2-Jan,11,average,human decision maker,human decision maker,0.75
7,17,2-Jan,11,average,human decision maker,human decision maker,0.75
8,17,2-Jan,11,average,human decision maker,human decision maker,0.75
9,17,2-Jan,11,average,human decision maker,human decision maker,0.75
10,15,2-Jan,11,average,human decision maker,human decision maker,0.75
11,15,2-Jan,11,average,human decision maker,human decision maker,0.75
12,22,2-Jan,11,average,human decision maker,human decision maker,0.75
13,15,2-Jan,11,average,human decision maker,human decision maker,0.75
14,22,2-Jan,11,average,human decision maker,human decision maker,0.75
15,33,2-Jan,11,average,human decision maker,human decision maker,0.75
16,22,2-Jan,11,average,human decision maker,human decision maker,0.75
17,17,2-Jan,11,average,human decision maker,human decision maker,0.75
18,17,2-Jan,11,average,human decision maker,human decision maker,0.75
19,15,2-Jan,11,average,human decision maker,human decision maker,0.75
20,17,2-Jan,11,average,human decision maker,human decision maker,0.75
21,22,2-Jan,11,average,human decision maker,human decision maker,0.75
22,22,2-Jan,11,average,human decision maker,human decision maker,0.75
23,17,2-Jan,11,average,human decision maker,human decision maker,0.75
24,17,2-Jan,11,average,human decision maker,human decision maker,0.75
25,17,2-Jan,11,average,human decision maker,human decision maker,0.75
26,17,2-Jan,11,average,human decision maker,human decision maker,0.75
27,17,2-Jan,11,average,human decision maker,human decision maker,0.75
28,22,2-Jan,11,average,human decision maker,human decision maker,0.75
29,22,2-Jan,11,average,human decision maker,human decision maker,0.75
30,17,2-Jan,11,average,human decision maker,human decision maker,0.75
31,17,2-Jan,11,average,human decision maker,human decision maker,0.75
32,17,2-Jan,11,average,human decision maker,human decision maker,0.75
33,22,2-Jan,11,average,human decision maker,human decision maker,0.75
34,15,2-Jan,11,average,human decision maker,human decision maker,0.75
35,17,2-Jan,11,average,human decision maker,human decision maker,0.75
36,17,2-Jan,11,average,human decision maker,human decision maker,0.75
37,17,2-Jan,11,average,human decision maker,human decision maker,0.75
38,17,2-Jan,11,average,human decision maker,human decision maker,0.75
39,17,2-Jan,11,average,human decision maker,human decision maker,0.75
40,17,2-Jan,11,average,human decision maker,human decision maker,0.75
41,15,2-Jan,11,average,human decision maker,human decision maker,0.75
42,15,2-Jan,11,average,human decision maker,human decision maker,0.75
43,22,2-Jan,11,average,human decision maker,human decision maker,0.75
44,33,2-Jan,11,average,human decision maker,human decision maker,0.75
45,17,2-Jan,11,average,human decision maker,human decision maker,0.75
46,17,2-Jan,11,average,human decision maker,human decision maker,0.75
47,22,2-Jan,11,average,human decision maker,human decision maker,0.75
48,22,2-Jan,11,average,human decision maker,human decision maker,0.75
49,15,2-Jan,11,average,human decision maker,human decision maker,0.75
50,22,2-Jan,11,average,human decision maker,human decision maker,0.75
51,17,2-Jan,11,average,human decision maker,human decision maker,0.75
52,15,2-Jan,11,average,human decision maker,human decision maker,0.75
53,22,2-Jan,11,average,human decision maker,human decision maker,0.75
54,22,2-Jan,11,average,human decision maker,human decision maker,0.75
55,17,2-Jan,11,average,human decision maker,human decision maker,0.75
56,22,2-Jan,11,average,human decision maker,human decision maker,0.75
57,17,2-Jan,11,average,human decision maker,human decision maker,0.75
58,22,2-Jan,11,average,human decision maker,human decision maker,0.75
59,17,2-Jan,11,average,human decision maker,human decision maker,0.75
60,17,2-Jan,11,average,human decision maker,human decision maker,0.75
61,22,2-Jan,11,average,human decision maker,human decision maker,0.75
62,33,2-Jan,11,average,human decision maker,human decision maker,0.75
63,15,2-Jan,11,average,human decision maker,human decision maker,0.75
64,17,2-Jan,11,average,human decision maker,human decision maker,0.75
65,22,2-Jan,11,average,human decision maker,human decision maker,0.75
66,22,2-Jan,11,average,human decision maker,human decision maker,0.75
67,17,2-Jan,11,average,human decision maker,human decision maker,0.75
68,17,2-Jan,11,average,human decision maker,human decision maker,0.75
69,22,2-Jan,11,average,human decision maker,human decision maker,0.75
70,22,2-Jan,11,average,human decision maker,human decision maker,0.75
71,17,2-Jan,11,average,human decision maker,human decision maker,0.75
72,15,2-Jan,11,average,human decision maker,human decision maker,0.75
73,22,2-Jan,11,average,human decision maker,human decision maker,0.75
74,22,2-Jan,11,average,human decision maker,human decision maker,0.75
75,17,2-Jan,11,average,human decision maker,human decision maker,0.75
76,22,2-Jan,11,average,human decision maker,human decision maker,0.75
77,22,2-Jan,11,average,human decision maker,human decision maker,0.75
78,17,2-Jan,11,average,human decision maker,human decision maker,0.75
79,22,2-Jan,11,average,human decision maker,human decision maker,0.75
80,17,2-Jan,11,average,human decision maker,human decision maker,0.75
81,22,2-Jan,11,average,human decision maker,human decision maker,0.75
82,22,2-Jan,11,average,human decision maker,human decision maker,0.75
83,17,2-Jan,11,average,human decision maker,human decision maker,0.75
84,17,2-Jan,11,average,human decision maker,human decision maker,0.75
85,22,2-Jan,11,average,human decision maker,human decision maker,0.75
86,17,2-Jan,11,average,human decision maker,human decision maker,0.75
87,17,2-Jan,11,average,human decision maker,human decision maker,0.75
88,22,2-Jan,11,average,human decision maker,human decision maker,0.75
89,22,2-Jan,11,average,human decision maker,human decision maker,0.75
90,22,2-Jan,11,average,human decision maker,human decision maker,0.75
91,15,2-Jan,11,average,human decision maker,human decision maker,0.75
92,17,2-Jan,11,average,human decision maker,human decision maker,0.75
93,22,2-Jan,11,average,human decision maker,human decision maker,0.75
94,17,2-Jan,11,average,human decision maker,human decision maker,0.75
95,17,2-Jan,11,average,human decision maker,human decision maker,0.75
96,17,2-Jan,11,average,human decision maker,human decision maker,0.75
97,22,2-Jan,11,average,human decision maker,human decision maker,0.75
98,22,2-Jan,11,average,human decision maker,human decision maker,0.75
99,17,2-Jan,11,average,human decision maker,human decision maker,0.75
100,15,2-Jan,11,average,human decision maker,human decision maker,0.75
1,22,3-Feb,11,average,human decision maker,human decision maker,0.75
2,22,3-Feb,11,average,human decision maker,human decision maker,0.75
3,22,3-Feb,11,average,human decision maker,human decision maker,0.75
4,22,3-Feb,11,average,human decision maker,human decision maker,0.75
5,22,3-Feb,11,average,human decision maker,human decision maker,0.75
6,22,3-Feb,11,average,human decision maker,human decision maker,0.75
7,22,3-Feb,11,average,human decision maker,human decision maker,0.75
8,22,3-Feb,11,average,human decision maker,human decision maker,0.75
9,22,3-Feb,11,average,human decision maker,human decision maker,0.75
10,22,3-Feb,11,average,human decision maker,human decision maker,0.75
11,22,3-Feb,11,average,human decision maker,human decision maker,0.75
12,22,3-Feb,11,average,human decision maker,human decision maker,0.75
13,22,3-Feb,11,average,human decision maker,human decision maker,0.75
14,22,3-Feb,11,average,human decision maker,human decision maker,0.75
15,22,3-Feb,11,average,human decision maker,human decision maker,0.75
16,22,3-Feb,11,average,human decision maker,human decision maker,0.75
17,22,3-Feb,11,average,human decision maker,human decision maker,0.75
18,22,3-Feb,11,average,human decision maker,human decision maker,0.75
19,22,3-Feb,11,average,human decision maker,human decision maker,0.75
20,22,3-Feb,11,average,human decision maker,human decision maker,0.75
21,22,3-Feb,11,average,human decision maker,human decision maker,0.75
22,22,3-Feb,11,average,human decision maker,human decision maker,0.75
23,22,3-Feb,11,average,human decision maker,human decision maker,0.75
24,22,3-Feb,11,average,human decision maker,human decision maker,0.75
25,22,3-Feb,11,average,human decision maker,human decision maker,0.75
26,22,3-Feb,11,average,human decision maker,human decision maker,0.75
27,22,3-Feb,11,average,human decision maker,human decision maker,0.75
28,22,3-Feb,11,average,human decision maker,human decision maker,0.75
29,22,3-Feb,11,average,human decision maker,human decision maker,0.75
30,22,3-Feb,11,average,human decision maker,human decision maker,0.75
31,22,3-Feb,11,average,human decision maker,human decision maker,0.75
32,22,3-Feb,11,average,human decision maker,human decision maker,0.75
33,22,3-Feb,11,average,human decision maker,human decision maker,0.75
34,22,3-Feb,11,average,human decision maker,human decision maker,0.75
35,22,3-Feb,11,average,human decision maker,human decision maker,0.75
36,22,3-Feb,11,average,human decision maker,human decision maker,0.75
37,22,3-Feb,11,average,human decision maker,human decision maker,0.75
38,22,3-Feb,11,average,human decision maker,human decision maker,0.75
39,22,3-Feb,11,average,human decision maker,human decision maker,0.75
40,22,3-Feb,11,average,human decision maker,human decision maker,0.75
41,22,3-Feb,11,average,human decision maker,human decision maker,0.75
42,22,3-Feb,11,average,human decision maker,human decision maker,0.75
43,22,3-Feb,11,average,human decision maker,human decision maker,0.75
44,22,3-Feb,11,average,human decision maker,human decision maker,0.75
45,22,3-Feb,11,average,human decision maker,human decision maker,0.75
46,22,3-Feb,11,average,human decision maker,human decision maker,0.75
47,22,3-Feb,11,average,human decision maker,human decision maker,0.75
48,22,3-Feb,11,average,human decision maker,human decision maker,0.75
49,22,3-Feb,11,average,human decision maker,human decision maker,0.75
50,22,3-Feb,11,average,human decision maker,human decision maker,0.75
51,22,3-Feb,11,average,human decision maker,human decision maker,0.75
52,22,3-Feb,11,average,human decision maker,human decision maker,0.75
53,22,3-Feb,11,average,human decision maker,human decision maker,0.75
54,22,3-Feb,11,average,human decision maker,human decision maker,0.75
55,22,3-Feb,11,average,human decision maker,human decision maker,0.75
56,22,3-Feb,11,average,human decision maker,human decision maker,0.75
57,22,3-Feb,11,average,human decision maker,human decision maker,0.75
58,22,3-Feb,11,average,human decision maker,human decision maker,0.75
59,22,3-Feb,11,average,human decision maker,human decision maker,0.75
60,22,3-Feb,11,average,human decision maker,human decision maker,0.75
61,22,3-Feb,11,average,human decision maker,human decision maker,0.75
62,22,3-Feb,11,average,human decision maker,human decision maker,0.75
63,22,3-Feb,11,average,human decision maker,human decision maker,0.75
64,22,3-Feb,11,average,human decision maker,human decision maker,0.75
65,22,3-Feb,11,average,human decision maker,human decision maker,0.75
66,22,3-Feb,11,average,human decision maker,human decision maker,0.75
67,22,3-Feb,11,average,human decision maker,human decision maker,0.75
68,22,3-Feb,11,average,human decision maker,human decision maker,0.75
69,22,3-Feb,11,average,human decision maker,human decision maker,0.75
70,22,3-Feb,11,average,human decision maker,human decision maker,0.75
71,22,3-Feb,11,average,human decision maker,human decision maker,0.75
72,22,3-Feb,11,average,human decision maker,human decision maker,0.75
73,22,3-Feb,11,average,human decision maker,human decision maker,0.75
74,22,3-Feb,11,average,human decision maker,human decision maker,0.75
75,22,3-Feb,11,average,human decision maker,human decision maker,0.75
76,22,3-Feb,11,average,human decision maker,human decision maker,0.75
77,22,3-Feb,11,average,human decision maker,human decision maker,0.75
78,22,3-Feb,11,average,human decision maker,human decision maker,0.75
79,22,3-Feb,11,average,human decision maker,human decision maker,0.75
80,22,3-Feb,11,average,human decision maker,human decision maker,0.75
81,22,3-Feb,11,average,human decision maker,human decision maker,0.75
82,22,3-Feb,11,average,human decision maker,human decision maker,0.75
83,22,3-Feb,11,average,human decision maker,human decision maker,0.75
84,22,3-Feb,11,average,human decision maker,human decision maker,0.75
85,22,3-Feb,11,average,human decision maker,human decision maker,0.75
86,22,3-Feb,11,average,human decision maker,human decision maker,0.75
87,22,3-Feb,11,average,human decision maker,human decision maker,0.75
88,22,3-Feb,11,average,human decision maker,human decision maker,0.75
89,22,3-Feb,11,average,human decision maker,human decision maker,0.75
90,22,3-Feb,11,average,human decision maker,human decision maker,0.75
91,22,3-Feb,11,average,human decision maker,human decision maker,0.75
92,22,3-Feb,11,average,human decision maker,human decision maker,0.75
93,22,3-Feb,11,average,human decision maker,human decision maker,0.75
94,22,3-Feb,11,average,human decision maker,human decision maker,0.75
95,22,3-Feb,11,average,human decision maker,human decision maker,0.75
96,22,3-Feb,11,average,human decision maker,human decision maker,0.75
97,22,3-Feb,11,average,human decision maker,human decision maker,0.75
98,22,3-Feb,11,average,human decision maker,human decision maker,0.75
99,22,3-Feb,11,average,human decision maker,human decision maker,0.75
100,22,3-Feb,11,average,human decision maker,human decision maker,0.75
1,45,3-Apr,11,average,human decision maker,human decision maker,0.75
2,27,3-Apr,11,average,human decision maker,human decision maker,0.75
3,27,3-Apr,11,average,human decision maker,human decision maker,0.75
4,45,3-Apr,11,average,human decision maker,human decision maker,0.75
5,67,3-Apr,11,average,human decision maker,human decision maker,0.75
6,27,3-Apr,11,average,human decision maker,human decision maker,0.75
7,45,3-Apr,11,average,human decision maker,human decision maker,0.75
8,67,3-Apr,11,average,human decision maker,human decision maker,0.75
9,45,3-Apr,11,average,human decision maker,human decision maker,0.75
10,50,3-Apr,11,average,human decision maker,human decision maker,0.75
11,27,3-Apr,11,average,human decision maker,human decision maker,0.75
12,45,3-Apr,11,average,human decision maker,human decision maker,0.75
13,45,3-Apr,11,average,human decision maker,human decision maker,0.75
14,50,3-Apr,11,average,human decision maker,human decision maker,0.75
15,50,3-Apr,11,average,human decision maker,human decision maker,0.75
16,45,3-Apr,11,average,human decision maker,human decision maker,0.75
17,27,3-Apr,11,average,human decision maker,human decision maker,0.75
18,50,3-Apr,11,average,human decision maker,human decision maker,0.75
19,50,3-Apr,11,average,human decision maker,human decision maker,0.75
20,50,3-Apr,11,average,human decision maker,human decision maker,0.75
21,45,3-Apr,11,average,human decision maker,human decision maker,0.75
22,47,3-Apr,11,average,human decision maker,human decision maker,0.75
23,67,3-Apr,11,average,human decision maker,human decision maker,0.75
24,28,3-Apr,11,average,human decision maker,human decision maker,0.75
25,67,3-Apr,11,average,human decision maker,human decision maker,0.75
26,45,3-Apr,11,average,human decision maker,human decision maker,0.75
27,50,3-Apr,11,average,human decision maker,human decision maker,0.75
28,67,3-Apr,11,average,human decision maker,human decision maker,0.75
29,45,3-Apr,11,average,human decision maker,human decision maker,0.75
30,45,3-Apr,11,average,human decision maker,human decision maker,0.75
31,27,3-Apr,11,average,human decision maker,human decision maker,0.75
32,45,3-Apr,11,average,human decision maker,human decision maker,0.75
33,50,3-Apr,11,average,human decision maker,human decision maker,0.75
34,45,3-Apr,11,average,human decision maker,human decision maker,0.75
35,27,3-Apr,11,average,human decision maker,human decision maker,0.75
36,67,3-Apr,11,average,human decision maker,human decision maker,0.75
37,27,3-Apr,11,average,human decision maker,human decision maker,0.75
38,50,3-Apr,11,average,human decision maker,human decision maker,0.75
39,47,3-Apr,11,average,human decision maker,human decision maker,0.75
40,50,3-Apr,11,average,human decision maker,human decision maker,0.75
41,45,3-Apr,11,average,human decision maker,human decision maker,0.75
42,45,3-Apr,11,average,human decision maker,human decision maker,0.75
43,23,3-Apr,11,average,human decision maker,human decision maker,0.75
44,67,3-Apr,11,average,human decision maker,human decision maker,0.75
45,27,3-Apr,11,average,human decision maker,human decision maker,0.75
46,45,3-Apr,11,average,human decision maker,human decision maker,0.75
47,50,3-Apr,11,average,human decision maker,human decision maker,0.75
48,45,3-Apr,11,average,human decision maker,human decision maker,0.75
49,50,3-Apr,11,average,human decision maker,human decision maker,0.75
50,27,3-Apr,11,average,human decision maker,human decision maker,0.75
51,27,3-Apr,11,average,human decision maker,human decision maker,0.75
52,28,3-Apr,11,average,human decision maker,human decision maker,0.75
53,50,3-Apr,11,average,human decision maker,human decision maker,0.75
54,50,3-Apr,11,average,human decision maker,human decision maker,0.75
55,50,3-Apr,11,average,human decision maker,human decision maker,0.75
56,27,3-Apr,11,average,human decision maker,human decision maker,0.75
57,28,3-Apr,11,average,human decision maker,human decision maker,0.75
58,50,3-Apr,11,average,human decision maker,human decision maker,0.75
59,28,3-Apr,11,average,human decision maker,human decision maker,0.75
60,27,3-Apr,11,average,human decision maker,human decision maker,0.75
61,27,3-Apr,11,average,human decision maker,human decision maker,0.75
62,28,3-Apr,11,average,human decision maker,human decision maker,0.75
63,27,3-Apr,11,average,human decision maker,human decision maker,0.75
64,27,3-Apr,11,average,human decision maker,human decision maker,0.75
65,50,3-Apr,11,average,human decision maker,human decision maker,0.75
66,50,3-Apr,11,average,human decision maker,human decision maker,0.75
67,45,3-Apr,11,average,human decision maker,human decision maker,0.75
68,23,3-Apr,11,average,human decision maker,human decision maker,0.75
69,50,3-Apr,11,average,human decision maker,human decision maker,0.75
70,23,3-Apr,11,average,human decision maker,human decision maker,0.75
71,45,3-Apr,11,average,human decision maker,human decision maker,0.75
72,45,3-Apr,11,average,human decision maker,human decision maker,0.75
73,45,3-Apr,11,average,human decision maker,human decision maker,0.75
74,27,3-Apr,11,average,human decision maker,human decision maker,0.75
75,67,3-Apr,11,average,human decision maker,human decision maker,0.75
76,28,3-Apr,11,average,human decision maker,human decision maker,0.75
77,45,3-Apr,11,average,human decision maker,human decision maker,0.75
78,50,3-Apr,11,average,human decision maker,human decision maker,0.75
79,67,3-Apr,11,average,human decision maker,human decision maker,0.75
80,28,3-Apr,11,average,human decision maker,human decision maker,0.75
81,67,3-Apr,11,average,human decision maker,human decision maker,0.75
82,27,3-Apr,11,average,human decision maker,human decision maker,0.75
83,50,3-Apr,11,average,human decision maker,human decision maker,0.75
84,28,3-Apr,11,average,human decision maker,human decision maker,0.75
85,50,3-Apr,11,average,human decision maker,human decision maker,0.75
86,47,3-Apr,11,average,human decision maker,human decision maker,0.75
87,27,3-Apr,11,average,human decision maker,human decision maker,0.75
88,45,3-Apr,11,average,human decision maker,human decision maker,0.75
89,27,3-Apr,11,average,human decision maker,human decision maker,0.75
90,50,3-Apr,11,average,human decision maker,human decision maker,0.75
91,27,3-Apr,11,average,human decision maker,human decision maker,0.75
92,27,3-Apr,11,average,human decision maker,human decision maker,0.75
93,50,3-Apr,11,average,human decision maker,human decision maker,0.75
94,50,3-Apr,11,average,human decision maker,human decision maker,0.75
95,67,3-Apr,11,average,human decision maker,human decision maker,0.75
96,50,3-Apr,11,average,human decision maker,human decision maker,0.75
97,27,3-Apr,11,average,human decision maker,human decision maker,0.75
98,50,3-Apr,11,average,human decision maker,human decision maker,0.75
99,67,3-Apr,11,average,human decision maker,human decision maker,0.75
100,50,3-Apr,11,average,human decision maker,human decision maker,0.75
