session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,random,feedback,temp
5,5,22,30,37,25,15,15,14,10,8,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,6,35,27,30,25,20,15,15,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,7,50,35,22,25,20,15,15,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,8,35,10,30,25,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,9,50,35,30,25,20,15,10,7,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,10,35,76,30,25,20,15,10,15,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
5,11,35,35,40,25,15,15,10,10,5,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,1,35,34,30,35,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,2,50,32,33,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,3,33,13,40,25,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,4,42,25,33,25,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,5,35,30,20,25,20,15,14,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,6,50,40,25,15,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,7,38,35,30,25,20,15,10,9,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,8,27,23,38,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,9,45,37,30,25,20,15,11,12,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,10,35,37,30,25,20,15,10,11,8,8,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
6,11,50,35,35,25,20,15,10,10,9,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,1,50,35,27,25,20,15,10,8,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,2,48,75,35,28,15,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,3,50,30,38,25,20,15,10,10,8,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,4,50,25,35,30,20,15,10,10,5,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,5,45,38,15,25,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,6,35,38,40,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,7,25,38,30,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,8,50,42,40,25,20,15,15,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,9,35,25,35,25,20,15,10,10,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,10,50,32,38,40,20,15,10,8,7,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
7,11,50,33,40,25,20,15,10,9,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,1,50,34,35,35,20,15,10,8,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,2,50,40,40,20,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,3,33,25,41,25,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,4,33,30,30,25,20,15,15,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,5,33,30,30,25,15,15,10,10,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,6,35,25,30,25,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,7,32,27,45,25,20,15,10,10,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,8,50,38,37,35,20,15,15,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,9,35,37,30,20,20,18,12,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,10,65,35,40,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
8,11,40,88,40,28,20,15,10,9,8,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,1,35,65,31,25,20,15,15,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,2,50,30,35,25,20,15,10,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,3,50,42,40,25,15,15,10,10,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,4,50,35,35,40,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,5,35,25,30,20,15,15,12,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,6,47,29,40,20,20,15,10,10,7,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,7,50,35,40,25,18,15,10,10,10,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,8,45,34,15,35,15,15,10,8,8,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,9,70,35,40,30,15,15,12,10,7,7,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,10,50,35,30,25,20,15,10,10,7,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
9,11,50,34,35,25,20,15,15,10,8,6,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1
1,1,35,18,15,8,8,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,2,45,17,17,7,10,8,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,3,33,47,14,12,13,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,4,50,40,15,14,7,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,5,50,18,18,12,6,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,6,50,56,15,9,8,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,7,50,38,18,8,7,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,8,50,27,17,9,6,7,4,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,9,50,40,38,7,5,6,6,5,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,10,50,30,15,8,5,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,11,50,38,18,8,5,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,1,34,19,15,8,7,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,2,50,45,18,8,6,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,3,50,55,22,8,9,7,5,5,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,4,45,36,20,12,8,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,5,33,23,20,8,10,7,6,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,6,50,42,14,12,13,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,7,50,21,27,8,10,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,8,50,45,15,12,8,9,7,5,5,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,9,50,30,18,8,13,6,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,10,60,17,30,8,10,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
2,11,45,17,16,10,8,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,1,50,35,18,15,12,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,2,50,38,19,8,8,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,3,50,35,15,12,12,9,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,4,35,60,15,8,6,6,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,5,40,35,15,7,8,7,7,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,6,50,45,15,7,13,8,5,5,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,7,33,45,20,12,7,8,6,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,8,50,33,18,8,6,8,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,9,50,35,15,10,13,6,5,4,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,10,37,21,15,8,13,6,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
3,11,45,35,10,10,12,7,6,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,1,50,30,20,10,12,8,5,5,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,2,50,50,15,14,9,8,4,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,3,35,25,20,12,12,8,6,5,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,4,50,35,13,12,5,7,5,5,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,5,45,35,15,7,6,7,5,3,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,6,50,18,35,10,9,7,5,4,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,7,50,37,18,12,8,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,8,33,48,15,10,8,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,9,50,38,15,8,7,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,10,50,35,21,10,13,8,6,5,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
4,11,50,25,25,8,8,6,6,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,1,50,45,22,8,9,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,2,45,40,20,8,8,6,5,5,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,3,50,45,23,10,8,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,4,50,40,18,8,10,7,5,5,3,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,5,50,35,15,7,5,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,6,50,35,23,10,6,8,5,5,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,7,50,18,16,12,6,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,8,50,32,18,9,8,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,9,50,52,22,12,7,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,10,35,35,20,8,8,8,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
5,11,35,40,17,8,10,7,5,5,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,1,50,32,15,10,13,8,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,2,50,32,15,10,7,8,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,3,47,20,16,10,8,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,4,45,45,12,8,10,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,5,33,27,19,8,13,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,6,33,35,19,10,10,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,7,50,30,21,12,13,7,6,5,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,8,50,50,28,10,12,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,9,35,33,15,14,6,6,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,10,35,37,20,7,6,8,5,5,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
6,11,50,42,12,10,6,7,5,6,4,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,1,50,50,15,12,6,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,2,33,38,12,9,10,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,3,50,15,15,9,10,7,6,4,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,4,50,38,15,8,13,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,5,35,37,15,8,9,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,6,50,34,15,8,10,6,5,4,5,4,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,7,33,40,16,10,13,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,8,50,32,20,8,7,6,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,9,50,45,18,7,13,8,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,10,35,42,15,13,7,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
7,11,50,55,18,8,13,5,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,1,50,35,19,9,13,7,5,4,5,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,2,50,19,18,8,6,6,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,3,50,35,15,8,13,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,4,50,40,27,15,9,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,5,33,37,13,8,13,9,4,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,6,50,37,19,9,7,8,5,4,3,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,7,50,33,21,13,8,6,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,8,50,45,19,13,13,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,9,50,35,18,15,12,6,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,10,50,30,15,12,10,8,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
8,11,50,35,16,8,13,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,1,50,15,17,8,13,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,2,45,35,18,8,10,7,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,3,50,45,10,12,7,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,4,50,35,15,12,5,8,5,4,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,5,50,32,15,9,8,7,4,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,6,150,18,15,12,12,5,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,7,50,32,15,7,8,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,8,50,38,15,12,13,7,6,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,9,50,20,24,10,8,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,10,48,18,22,8,8,7,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
9,11,38,19,22,8,7,4,5,5,4,3,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1
1,1,35,23,55,30,28,16,50,19,12,20,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,2,33,43,32,40,26,33,34,17,12,22,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,3,45,25,45,30,24,22,29,17,10,20,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,4,20,45,25,28,27,0,15,20,12,18,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,5,60,48,35,35,33,30,27,16,12,19,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,6,50,44,20,31,30,100,23,30,11,31,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,7,30,55,20,30,24,82,28,19,14,16,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,8,50,22,20,32,28,28,30,20,13,23,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,9,45,43,37,37,23,19,27,19,12,23,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,10,50,14,60,23,30,60,22,19,12,17,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,11,35,21,52,42,27,68,29,19,14,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,1,37,20,55,40,27,37,30,14,11,57,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,2,45,56,25,32,31,50,30,18,10,18,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,3,50,38,45,33,26,30,25,15,13,20,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,4,28,40,50,36,28,21,23,20,12,10,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,5,33,23,66,38,28,47,38,19,16,19,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,6,67,66,33,28,29,33,27,19,11,40,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,7,33,30,25,26,28,95,29,19,11,27,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,8,33,67,27,37,30,48,32,17,12,32,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,9,37,50,48,22,27,30,37,19,11,50,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,10,50,47,22,28,30,37,32,19,9,29,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
2,11,50,65,37,20,31,18,21,20,10,45,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,1,45,42,56,33,27,33,27,17,10,30,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,2,33,60,33,30,27,32,25,19,11,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,3,45,47,80,40,23,23,25,19,10,51,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,4,50,45,28,31,29,30,32,18,10,39,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,5,50,25,57,38,29,23,28,21,11,28,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,6,25,65,65,40,24,38,31,16,8,30,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,7,37,52,55,22,25,41,28,15,15,45,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,8,30,42,20,40,27,30,32,19,12,5023,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,9,32,20,57,58,29,37,24,16,10,15,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,10,53,44,20,28,25,35,24,20,13,24,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
3,11,45,49,29,57,23,34,33,15,12,33,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,1,27,30,55,38,25,33,23,15,12,12,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,2,35,23,55,38,23,32,28,19,12,22,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,3,75,46,55,3,29,42,20,18,11,80,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,4,50,27,75,50,30,34,21,18,13,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,5,30,45,55,39,28,24,28,17,14,41,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,6,42,40,20,12,30,40,27,18,10,36,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,7,50,20,32,35,28,16,30,30,10,24,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,8,35,30,30,30,28,87,29,14,15,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,9,50,29,45,50,29,26,27,19,11,44,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,10,37,64,22,40,28,75,30,13,11,33,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
4,11,35,45,50,50,26,26,32,21,9,41,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,1,30,18,35,29,29,49,35,17,10,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,2,30,21,21,36,24,50,21,16,10,50,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,3,35,65,24,25,24,35,28,23,11,30,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,4,45,42,58,35,24,40,24,19,10,33,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,5,35,51,15,21,23,42,19,15,9,16,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,6,35,38,24,33,30,50,35,19,12,19,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,7,42,18,30,33,30,45,25,13,13,28,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,8,35,59,43,37,28,15,27,15,10,18,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,9,50,37,50,40,28,56,30,18,13,18,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,10,45,27,33,60,25,33,32,15,16,55,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
5,11,25,25,50,40,28,68,33,18,10,28,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,1,42,45,15,38,31,27,25,17,10,26,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,2,50,55,55,30,25,45,30,19,15,24,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,3,25,17,23,52,28,35,32,27,23,20,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,4,50,27,60,37,33,25,30,20,20,34,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,5,50,22,60,30,22,20,32,18,13,9,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,6,45,64,25,53,30,29,34,20,14,17,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,7,35,30,20,30,27,48,28,39,9,15,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,8,28,30,65,25,29,34,24,14,8,45,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,9,30,59,32,52,23,85,26,20,11,32,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,10,40,33,45,32,29,25,29,30,9,35,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
6,11,25,2159,46,28,28,30,31,15,11,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,1,35,56,57,30,29,27,29,18,10,29,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,2,35,47,42,32,36,29,27,15,10,24,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,3,50,24,57,33,29,17,30,16,12,31,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,4,35,25,24,30,29,52,30,17,9,9,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,5,48,17,53,28,24,30,33,15,12,44,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,6,48,14,69,33,27,65,31,18,12,19,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,7,50,24,23,50,25,45,30,15,9,2,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,8,50,29,45,52,25,24,26,17,18,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,9,42,60,23,32,28,31,37,15,11,23,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,10,33,35,62,32,25,31,33,33,8,29,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
7,11,38,46,20,38,26,70,30,18,11,37,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,1,25,42,62,37,26,30,21,20,20,23,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,2,70,52,65,28,27,50,45,17,11,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,3,50,53,20,38,23,26,17,21,7,10,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,4,46,20,35,35,27,33,23,19,10,26,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,5,35,27,28,22,30,35,30,11,11,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,6,33,62,20,53,20,37,25,17,17,38,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,7,40,67,80,25,28,35,27,18,14,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,8,34,27,36,33,23231515,30,25,14,14,30,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,9,33,56,27,25,25,32,30,17,14,39,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,10,45,43,55,38,24,49,36,18,12,5,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
8,11,50,65,22,28,24,25,30,22,12,21,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,1,35,16,28,32,23,33,29,16,10,46,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,2,47,16,64,30,23,45,25,18,11,20,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,3,50,22,25,35,27,50,33,19,11,42,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,4,45,35,20,33,28,26,32,17,12,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,5,38,35,70,52,27,50,37,19,14,21,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,6,65,47,17,33,25,17,25,13,10,10,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,7,45,50,22,35,30,49,23,17,10,19,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,8,62,45,33,47,29,56,25,15,11,45,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,9,35,32,15,28,30,37,29,23,12,50,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,10,40,45,54,36,24,40,19,27,19,36,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
9,11,50,17,80,30,23,23,56,14,17,25,3-Feb,11,average,human decision maker,human decision makers,random,feedback,1.5
1,1,35,31,24,28,23,23,21,18,24,10,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,1.5
