,session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,temp,random,feedback
38,4,38,33,22,30,33,18,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
39,4,39,33,22,44,22,15,12,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
40,4,40,33,22,15,22,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
41,4,41,50,22,15,10,7,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
42,4,42,33,50,33,33,18,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
43,4,43,33,22,33,10,7,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
44,4,44,33,22,33,10,7,10,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
45,5,45,33,50,15,10,7,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
46,5,46,33,50,33,10,15,5,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
47,5,47,33,50,15,10,15,5,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
48,5,48,33,22,15,10,15,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
49,5,49,33,22,31,22,18,12,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
50,5,50,33,22,15,22,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
51,5,51,33,50,33,10,7,5,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
52,5,52,33,22,15,22,7,5,8,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
53,5,53,33,50,15,10,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
54,5,54,33,22,33,23,7,12,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
55,5,55,22,22,45,10,7,10,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
56,6,56,33,22,33,23,18,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
57,6,57,33,50,15,10,15,5,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
58,6,58,33,22,45,22,7,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
59,6,59,33,22,33,22,15,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
60,6,60,33,50,15,23,18,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
61,6,61,33,22,15,22,7,10,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
62,6,62,33,22,33,23,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
63,6,63,33,50,15,10,15,10,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
64,6,64,33,50,15,23,15,10,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
65,6,65,33,22,15,10,15,5,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
66,6,66,33,22,15,22,7,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
67,7,67,33,22,15,10,7,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
68,7,68,33,50,30,10,18,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
69,7,69,33,22,33,10,15,5,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
70,7,70,33,22,15,22,15,12,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
71,7,71,33,50,33,22,18,10,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
72,7,72,33,50,33,22,7,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
73,7,73,33,50,45,10,7,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
74,7,74,33,22,33,22,15,10,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
75,7,75,33,50,15,22,7,10,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
76,7,76,33,22,15,10,15,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
77,7,77,33,22,15,22,18,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
78,8,78,33,22,15,23,7,10,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
79,8,79,33,50,15,22,7,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
80,8,80,33,22,15,22,15,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
81,8,81,33,22,33,10,18,5,8,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
82,8,82,33,50,31,10,18,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
83,8,83,33,50,33,10,7,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
84,8,84,33,22,33,10,7,10,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
85,8,85,33,22,15,22,7,12,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
86,8,86,33,22,31,22,7,5,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
87,8,87,33,50,33,33,7,5,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
88,8,88,33,50,15,22,7,10,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
89,9,89,33,22,33,22,15,12,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
90,9,90,33,22,15,10,18,12,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
91,9,91,33,22,15,10,15,5,3,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
92,9,92,33,50,15,23,7,5,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
93,9,93,33,50,15,10,18,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
94,9,94,33,22,30,10,7,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
95,9,95,33,22,55,22,7,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
96,9,96,33,50,33,33,7,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
97,9,97,33,22,15,22,15,12,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
98,9,98,33,22,15,22,7,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
99,9,99,22,22,15,22,18,10,8,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,random,feedback
100,1,100,22,50,33,10,7,5,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
101,1,101,33,50,15,10,7,10,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
102,1,102,33,22,31,33,7,10,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
103,1,103,33,50,33,10,7,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
104,1,104,33,22,33,22,15,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
105,1,105,33,22,15,10,7,5,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
106,1,106,33,22,33,22,7,10,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
107,1,107,33,22,15,22,15,5,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
108,1,108,33,50,33,22,15,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
109,1,109,33,22,30,22,15,12,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
110,1,110,33,22,15,10,7,5,8,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
111,2,111,33,22,33,10,18,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
112,2,112,33,33,15,22,15,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
113,2,113,33,22,33,10,15,5,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
114,2,114,33,22,15,22,15,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
115,2,115,33,50,15,10,15,12,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
116,2,116,33,33,15,10,7,5,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
117,2,117,33,22,33,10,15,5,8,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
118,2,118,33,50,55,10,15,12,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
119,2,119,33,50,15,33,15,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
120,2,120,33,50,31,10,15,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
121,2,121,33,22,15,22,7,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
122,3,122,33,50,15,23,7,12,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
123,3,123,33,50,15,10,15,10,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
124,3,124,22,50,15,10,7,12,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
125,3,125,33,22,15,10,15,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
126,3,126,33,50,33,10,15,5,8,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
127,3,127,33,50,15,22,7,5,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
128,3,128,33,50,15,22,15,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
129,3,129,33,22,15,10,7,12,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
130,3,130,33,22,33,33,7,12,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
131,3,131,33,50,15,33,18,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
132,3,132,50,50,15,23,7,5,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
133,4,133,33,22,33,10,7,5,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
134,4,134,33,22,33,10,7,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
135,4,135,33,50,15,23,15,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
136,4,136,33,50,15,10,7,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
137,4,137,33,22,15,10,15,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
138,4,138,33,50,15,22,15,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
139,4,139,33,50,15,22,15,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
140,4,140,33,22,15,22,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
141,4,141,33,50,15,22,15,5,8,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
142,4,142,33,50,55,22,18,5,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
143,4,143,33,50,31,22,7,10,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
144,5,144,33,50,43,22,15,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
145,5,145,33,50,33,22,7,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
146,5,146,33,22,44,10,15,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
147,5,147,33,22,33,10,7,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
148,5,148,33,22,15,10,15,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
149,5,149,33,22,31,10,7,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
150,5,150,33,50,31,10,18,12,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
151,5,151,33,22,31,10,15,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
152,5,152,33,22,45,33,18,10,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
153,5,153,22,50,33,23,7,10,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
154,5,154,33,22,33,22,18,10,8,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
155,6,155,33,22,44,22,7,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
156,6,156,33,22,33,22,7,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
157,6,157,33,50,31,10,15,5,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
158,6,158,33,22,33,22,15,5,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
159,6,159,33,50,15,10,18,5,8,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
160,6,160,33,22,31,22,15,10,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
161,6,161,33,22,15,10,15,10,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
162,6,162,33,22,55,10,7,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
163,6,163,33,22,33,22,15,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
164,6,164,33,22,55,10,15,5,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
165,6,165,33,22,15,10,7,12,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
166,7,166,33,22,15,22,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
167,7,167,33,22,15,10,15,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
168,7,168,33,50,15,10,18,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
169,7,169,50,22,15,22,18,10,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
170,7,170,33,22,15,10,15,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
171,7,171,33,33,15,22,7,12,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
172,7,172,33,22,15,22,7,10,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
173,7,173,22,22,15,22,15,5,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
174,7,174,33,22,15,10,7,12,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
175,7,175,33,22,33,10,7,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
176,7,176,33,22,15,10,15,10,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
177,8,177,33,22,45,10,7,5,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
178,8,178,33,22,15,22,15,5,7,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
179,8,179,33,22,15,10,7,5,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
180,8,180,33,22,15,10,7,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
181,8,181,33,22,33,22,7,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
182,8,182,33,22,33,10,15,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
183,8,183,33,22,15,10,15,10,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
184,8,184,33,33,15,10,15,10,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
185,8,185,33,50,15,33,15,10,8,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
186,8,186,33,22,15,22,7,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
187,8,187,33,50,33,22,15,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
188,9,188,33,50,15,33,15,5,3,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
189,9,189,33,50,33,23,7,10,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
190,9,190,33,50,15,22,7,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
191,9,191,33,22,55,22,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
192,9,192,33,22,15,22,15,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
193,9,193,33,22,33,10,7,12,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
194,9,194,33,50,15,10,15,5,3,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
195,9,195,33,22,33,22,7,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
196,9,196,33,22,15,10,7,12,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
197,9,197,33,22,45,10,7,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
198,9,198,33,22,15,33,7,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.5,fixed,feedback
1,1,199,33,22,33,22,18,5,8,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
2,1,200,33,22,15,23,18,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
3,1,201,33,22,31,22,18,10,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
4,1,202,33,50,15,10,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
5,1,203,33,22,33,10,7,10,8,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
6,1,204,33,50,33,10,18,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
7,1,205,33,22,33,10,15,12,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
8,1,206,33,22,15,22,7,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
9,1,207,33,50,15,22,7,5,8,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
10,1,208,33,50,15,22,18,10,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
11,1,209,33,22,15,22,18,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
12,2,210,33,50,15,22,7,10,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
13,2,211,33,22,33,10,15,5,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
14,2,212,33,50,15,10,15,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
15,2,213,33,22,15,10,7,10,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
16,2,214,33,22,30,22,15,5,3,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
17,2,215,33,22,33,10,18,5,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
18,2,216,33,50,15,10,15,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
19,2,217,33,50,15,22,7,10,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
20,2,218,33,22,15,10,18,5,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
21,2,219,33,22,15,33,15,10,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
22,2,220,33,22,45,22,18,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
23,3,221,33,22,15,22,18,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
24,3,222,33,22,15,10,15,12,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
25,3,223,33,22,15,10,18,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
26,3,224,33,22,33,33,7,12,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
27,3,225,33,50,15,10,7,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
28,3,226,33,22,30,22,18,5,8,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
29,3,227,33,50,15,10,15,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
30,3,228,33,22,31,22,15,5,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
31,3,229,33,22,15,22,7,5,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
32,3,230,33,22,15,23,7,10,3,2,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
33,3,231,33,22,33,22,7,10,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
34,4,232,33,22,55,22,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
35,4,233,33,22,15,22,15,10,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
36,4,234,22,50,15,22,15,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
37,4,235,33,50,15,10,15,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
38,4,236,33,22,55,10,7,10,7,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
39,4,237,33,50,15,22,15,10,8,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
40,4,238,33,22,15,23,15,5,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
41,4,239,33,50,15,23,18,10,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
42,4,240,33,22,15,10,15,10,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
43,4,241,33,22,33,22,15,5,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
44,4,242,33,50,33,10,7,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
45,5,243,33,22,15,22,18,10,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
46,5,244,33,22,33,10,7,5,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
47,5,245,33,22,15,22,7,5,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
48,5,246,33,50,15,22,18,5,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
49,5,247,33,50,15,22,18,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
50,5,248,33,22,33,10,7,5,7,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
51,5,249,33,22,33,10,7,10,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
52,5,250,33,50,15,22,7,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
53,5,251,33,22,31,23,7,5,3,5,1,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
54,5,252,33,22,15,10,7,10,8,5,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
55,5,253,33,22,15,10,7,10,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
56,6,254,33,50,45,10,7,12,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
57,6,255,33,22,15,22,7,5,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
58,6,256,33,22,15,23,15,5,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
59,6,257,22,22,15,10,15,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
60,6,258,22,22,15,22,7,12,8,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
61,6,259,33,22,15,22,7,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
62,6,260,33,50,15,22,15,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
63,6,261,33,22,15,22,7,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
64,6,262,33,22,15,10,7,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
65,6,263,33,22,15,22,18,5,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
66,6,264,33,22,33,10,18,5,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
67,7,265,33,22,15,33,15,5,3,2,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
68,7,266,33,22,15,10,15,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
69,7,267,22,50,15,10,15,10,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
70,7,268,33,22,30,10,18,10,3,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
71,7,269,33,50,15,10,15,5,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
72,7,270,22,22,15,10,7,5,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
73,7,271,22,22,15,22,7,5,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
74,7,272,22,22,33,33,7,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
75,7,273,33,22,55,10,7,5,8,2,3,1,3-Feb,11,average,human decision maker,human decision makers,0.75,random,feedback
