session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,random,feedback,temp
4,9,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
4,10,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
4,11,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,1,33,50,25,42,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,2,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,3,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,4,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,5,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,6,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,7,33,45,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,8,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,9,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,10,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
5,11,33,50,25,42,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,1,33,50,25,40,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,2,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,3,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,4,33,50,25,42,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,5,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,6,33,50,25,40,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,7,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,8,33,50,25,40,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,9,33,50,25,17,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,10,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
6,11,33,50,25,17,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,1,33,50,25,40,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,2,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,3,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,4,33,50,25,40,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,5,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,6,33,45,25,42,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,7,33,50,25,40,30,20,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,8,33,50,25,40,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,9,33,50,25,40,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,10,33,50,25,40,30,20,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
7,11,33,50,25,40,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,1,33,50,25,42,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,2,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,3,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,4,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,5,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,6,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,7,33,50,25,42,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,8,33,50,25,40,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,9,33,50,25,40,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,10,33,50,25,40,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
8,11,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,1,33,50,25,40,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,2,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,3,33,45,25,42,30,22,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,4,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,5,33,50,25,40,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,6,33,45,25,17,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,7,33,50,25,40,30,20,15,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,8,33,50,25,40,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,9,33,50,25,42,30,20,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,10,33,50,25,42,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
9,11,33,50,25,40,30,22,18,15,12,9,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.75
