"","subject","LLM","p0","p1","p2","p3","p4","p5","n_round1","n_round2","n_round3","n_round4","n_round5","n_round6","n_round7","n_round8","n_round9","n_round10","n_round11","n_round12","n_round13","n_round14","n_round15","n_round16","treatment","temperature","ci_lower_p0","ci_upper_p0","ci_lower_p1","ci_upper_p1","ci_lower_p2","ci_upper_p2","ci_lower_p3","ci_upper_p3","ci_lower_p4","ci_upper_p4","ci_lower_p5","ci_upper_p5","ci_lower_n_round1","ci_upper_n_round1","ci_lower_n_round2","ci_upper_n_round2","ci_lower_n_round3","ci_upper_n_round3","ci_lower_n_round4","ci_upper_n_round4","ci_lower_n_round5","ci_upper_n_round5","ci_lower_n_round6","ci_upper_n_round6","ci_lower_n_round7","ci_upper_n_round7","ci_lower_n_round8","ci_upper_n_round8","ci_lower_n_round9","ci_upper_n_round9","ci_lower_n_round10","ci_upper_n_round10","ci_lower_n_round11","ci_upper_n_round11","ci_lower_n_round12","ci_upper_n_round12","ci_lower_n_round13","ci_upper_n_round13","ci_lower_n_round14","ci_upper_n_round14","ci_lower_n_round15","ci_upper_n_round15","ci_lower_n_round16","ci_upper_n_round16"
"46","46","chatgpto1","0.438539553352853","0.210120284510429","3.32225286809496e-08","0.0388311949837781","3.22475213826511e-08","0.31250890168289","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"47","47","chatgpto1","0.33661552984561","0.230545250322486","0.0350064340137187","9.73229523679828e-06","0.000913795096519419","0.396909258426429","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"48","48","chatgpto1","0.345788232832637","0.154161309157896","1.98756252561714e-08","1.77406490292182e-08","1.98530670036403e-08","0.500050400540126","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"49","49","chatgpto1","0.396533647385196","0.290824584345399","5.52951599721358e-08","1.27809535431171e-08","1.68649519839319e-08","0.312641683328339","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"50","50","chatgpto1","0.342960489413635","0.22229378093656","2.54319472975539e-08","2.45018102370465e-08","2.56819462495653e-08","0.434745654034101","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"51","51","chatgpto1","0.374995091813155","1.2014211946337e-08","1.20178431015686e-08","1.20178426295627e-08","1.20178456994333e-08","0.625004860119102","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"52","52","chatgpto1","0.329504349396924","0.107378079149945","2.28612136869203e-08","2.08616914331057e-08","2.28249970635923e-08","0.563117504905229","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"53","53","chatgpto1","0.358435673658355","0.0165606933758658","7.45716359419317e-07","9.96400574922278e-07","7.61482035532045e-07","0.625001129366809","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"54","54","chatgpto1","0.273596549549342","0.226400890739821","1.70319419250411e-08","1.58988700786208e-08","1.74360455897055e-08","0.500002509343979","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"55","55","chatgpto1","0.148073870554505","0.11092475063381","2.23605123421199e-08","0.0534999840560941","2.23605123421199e-08","0.687501350034567","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"56","56","chatgpto1","0.277243530565925","0.234133230848271","0.0508370457240581","2.87345282243389e-08","2.92184965761143e-08","0.437786134908721","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"57","57","chatgpto1","0.449818895723666","0.158930704613075","0.043563707714765","0.0351649182630782","5.81871851037887e-08","0.312521715498231","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"58","58","chatgpto1","0.201399505261817","0.298600756875063","2.08203748785338e-08","1.85410760218008e-08","2.08121252878327e-08","0.499999677689544","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"59","59","chatgpto1","0.504524524338208","0.0982564085201976","5.677420051281e-07","1.38673329623912e-07","1.87582267375609e-05","0.397199602499522","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"60","60","chatgpto1","0.406739258678673","0.343238414438792","2.0484818899307e-08","1.41363079245088e-09","2.01892753255077e-08","0.25002228479481","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"61","61","chatgpto1","0.358440579930757","0.0165460849822388","7.85422616771473e-08","7.8542268278643e-08","7.85423005048881e-08","0.625013099460174","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"62","62","chatgpto1","0.260162888786377","0.30232838882134","1.87687413760808e-08","1.95432768752531e-08","2.00664850459505e-08","0.437508664013779","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"63","63","chatgpto1","0.413388312847096","0.0866117571392553","1.9498713384801e-08","1.91150794621599e-08","1.94987624075806e-08","0.499999871901093","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"64","64","chatgpto1","0.403352699186067","0.221430323655702","1.82923068122373e-08","1.81181437981757e-08","1.82903521283873e-08","0.375216922457428","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"65","65","chatgpto1","0.199719565092736","0.362614383374235","2.19261284409351e-08","1.51976831858357e-08","2.1926131640813e-08","0.437665992483086","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"66","66","chatgpto1","0.516602532262596","0.108396948405243","1.93353193882884e-08","1.93380650390324e-08","1.93380675932391e-08","0.375000461320709","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"67","67","chatgpto1","0.382230828619488","0.117769053224205","2.42834570976344e-08","2.42834612757418e-08","2.42834570976344e-08","0.500000045305932","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"68","68","chatgpto1","0.322806897729188","0.302192298341667","2.73753329123429e-08","1.8847479067024e-08","2.63772530650219e-08","0.37500073132908","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"69","69","chatgpto1","0.462008786112255","0.100491047126797","2.81168644723808e-08","1.06778852717425e-08","2.81168644723809e-08","0.437500099849334","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"70","70","chatgpto1","0.326528660534823","0.235730479997255","1.95423494686223e-08","1.90072027750331e-08","1.95423494686222e-08","0.43774080137602","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"71","71","chatgpto1","0.328862787135699","0.233394308788437","1.96922333000964e-08","1.917522458265e-08","1.96922333000964e-08","0.437742845516173","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"72","72","chatgpto1","0.417834017972163","0.287236672751666","0.0449177612351678","7.91871540993408e-09","4.96077061944344e-08","0.250011490514582","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"73","73","chatgpto1","0.533407996668323","0.0911664216106998","2.44054678416615e-08","1.02820158460673e-08","2.44088715705771e-08","0.375425522624623","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"74","74","chatgpto1","0.2516135402052","0.0607975852033517","1.94965919469325e-08","1.9469679168505e-08","1.94696791685049e-08","0.687588816155498","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"75","75","chatgpto1","0.264739622061609","0.235257815764271","1.70616113905116e-08","1.70616051829984e-08","1.70616028653926e-08","0.500002510989301","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"76","76","chatgpto1","0.320046361839004","0.117396426848017","1.3829908889633e-08","1.38043489752277e-08","1.38111010906563e-08","0.56255716986762","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"77","77","chatgpto1","0.619755242351397","3.39489684024783e-08","0.0677449495663556","3.39457573160779e-08","1.82598391561906e-08","0.312499721927682","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"78","78","chatgpto1","0.20380623776052","0.233368776900733","2.90414676550003e-09","2.52493045447115e-09","8.17651392377922e-07","0.562824162258277","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"79","79","chatgpto1","0.269423470597137","0.35557518319296","2.26528376519829e-08","1.85302510009624e-09","2.2381817149691e-08","0.375001299322223","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"80","80","chatgpto1","0.307387861982612","0.219174486885422","0.0515608478249141","0.0468612796866005","5.28357595555701e-08","0.375015470784692","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"81","81","chatgpto1","0.407335122442632","0.0926602413793222","1.77441372550569e-08","1.77342438341126e-08","1.77441508908665e-08","0.500004582955514","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"82","82","chatgpto1","0.582032546313537","0.230468398777146","1.68616757426744e-08","1.67720645229156e-08","1.63790655464212e-08","0.187499004896511","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"83","83","chatgpto1","0.337901731375552","0.224598247172604","2.09158789316562e-08","1.49408167893498e-08","2.0878874773076e-08","0.437499964716274","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"84","84","chatgpto1","0.266483950960624","0.42101068206969","1.42983657604901e-08","1.14493729238195e-08","2.29098928794789e-08","0.312505318312055","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"85","85","chatgpto1","0.330959207693425","0.168651456552928","9.41747283202499e-09","2.29931067660097e-08","2.11960818215815e-08","0.500389282146985","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"86","86","chatgpto1","0.334669100189511","0.227830421188998","2.02907406726601e-08","1.78374305913828e-08","2.02332278347679e-08","0.437500420260093","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"87","87","chatgpto1","0.358430646270433","0.0165619872895731","8.4549974189235e-07","1.10478811609755e-06","8.45500010166712e-07","0.625004570652125","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"88","88","chatgpto1","0.280579336414842","0.231234893109478","0.0506972666766555","2.72865902710085e-08","2.98178545246939e-08","0.437488446694579","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"89","89","chatgpto1","0.3330336672744","0.416965365094625","1.49538492596411e-08","1.43187471169801e-08","1.49658045810123e-08","0.250000923392574","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"90","90","chatgpto1","0.459940288178839","0.0593856611269695","0.0431454690621734","2.05906153344886e-08","2.05909260507791e-08","0.437528540450477","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"91","91","chatgpto1","0.268937457649208","0.355919034319354","2.81681406129159e-08","9.52254756782231e-09","2.81681788055535e-08","0.37514344217257","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"92","92","chatgpto1","0.333959509224751","0.0410443080393869","1.17237763877854e-08","1.17237951094678e-08","1.17237951094678e-08","0.624996147564496","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.198133754040344","0.534364177805427","0.0309905062553835","0.352446350104274","1.25911174911864e-08","0.0509925850827793","7.2675068524982e-09","9.97855819256278e-06","1.25604691256401e-08","2.68840032473253e-07","0.264136401671254","0.625004752162818","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
