"","subject","LLM","p0","p1","p2","p3","p4","p5","n_round1","n_round2","n_round3","n_round4","n_round5","n_round6","n_round7","n_round8","n_round9","n_round10","n_round11","n_round12","n_round13","n_round14","n_round15","n_round16","treatment","temperature","ci_lower_p0","ci_upper_p0","ci_lower_p1","ci_upper_p1","ci_lower_p2","ci_upper_p2","ci_lower_p3","ci_upper_p3","ci_lower_p4","ci_upper_p4","ci_lower_p5","ci_upper_p5","ci_lower_n_round1","ci_upper_n_round1","ci_lower_n_round2","ci_upper_n_round2","ci_lower_n_round3","ci_upper_n_round3","ci_lower_n_round4","ci_upper_n_round4","ci_lower_n_round5","ci_upper_n_round5","ci_lower_n_round6","ci_upper_n_round6","ci_lower_n_round7","ci_upper_n_round7","ci_lower_n_round8","ci_upper_n_round8","ci_lower_n_round9","ci_upper_n_round9","ci_lower_n_round10","ci_upper_n_round10","ci_lower_n_round11","ci_upper_n_round11","ci_lower_n_round12","ci_upper_n_round12","ci_lower_n_round13","ci_upper_n_round13","ci_lower_n_round14","ci_upper_n_round14","ci_lower_n_round15","ci_upper_n_round15","ci_lower_n_round16","ci_upper_n_round16"
"46","46","claude3","0.576175091949388","0.163931621412645","0.134887798553292","3.29451335680451e-08","3.05942571370682e-08","0.125005424545284","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"47","47","claude3","0.779735091498858","0.107270774598631","0.0359141485383899","1.46974228410838e-07","0.0145622892492572","0.0625175491406361","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"48","48","claude3","0.937400541850127","1.65390068611077e-06","1.73550940562108e-06","1.11700547428089e-06","9.39808842142837e-05","0.0625009708500929","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"49","49","claude3","0.675622656453169","0.26507018641893","0.0398597956931085","1.08472732965914e-08","0.0194473055691222","4.50183970052856e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"50","50","claude3","0.45940947157837","0.47808798173878","1.04085980453467e-07","2.50313599525916e-08","2.00871660759499e-08","0.0625023974783436","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"51","51","claude3","0.370606064921077","0.474366977029","0.0925074966401757","2.7877175667804e-08","2.26074012386831e-08","0.0625194109251703","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"52","52","claude3","0.625005783378944","0.272312558692917","0.0796340453380873","2.43085913001295e-08","0.023047549497737","3.87837237978789e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"53","53","claude3","0.546830620292229","0.328117929388669","9.41298926164702e-09","2.16833795825022e-08","2.79429175116396e-08","0.125051391279816","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"54","54","claude3","0.444633840047689","0.476186782175354","0.0452487670364034","4.25442505935677e-08","0.0339305421603259","2.60359770155337e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"55","55","claude3","0.456394454631957","0.481104678651577","4.47324299983676e-09","1.93911047364218e-08","1.96938629026486e-08","0.0625008231582553","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"56","56","claude3","0.60501689351915","0.332481748525461","1.09018448194029e-08","1.19429876598954e-08","3.13461955013865e-08","0.0625013037643607","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"57","57","claude3","0.660277080327324","0.339722853645538","8.88920983882909e-10","1.74997206037563e-08","2.14043239761271e-08","2.6234171726515e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"58","58","claude3","0.537195654516298","0.333423700992884","0.0668557907837549","1.80536842418093e-08","4.9790760883781e-08","0.0625247858626181","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"59","59","claude3","0.595611839932683","0.341846208508616","1.55916639629874e-05","4.48023276903831e-07","4.57761963964018e-07","0.0625254541094968","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"60","60","claude3","0.68538017339162","0.138565033323279","2.10643908257085e-09","4.73249387876617e-08","2.26877743372791e-08","0.176054721165948","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"61","61","claude3","0.589809124213548","0.347523045060175","4.53095418233704e-09","2.44531744359386e-08","3.20003404440993e-08","0.062667769741808","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"62","62","claude3","0.561124874841115","0.396133412621836","0.0427416622707004","6.81642599496405e-09","2.17180776189174e-08","2.17318447668004e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"63","63","claude3","0.642009840106595","0.3362247418354","7.27927808463542e-07","1.08248716159804e-06","0.0217625784100172","1.02923301739211e-06","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"64","64","claude3","0.544135338574906","0.337194598620851","0.0881345375736938","7.40599113729761e-11","4.55228340335847e-07","0.0305350699281492","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"65","65","claude3","0.645975248795314","0.332131558966048","6.98473945517632e-07","1.35149356419877e-06","0.0218898237862469","1.31848488153083e-06","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"66","66","claude3","0.570353981030616","0.338272547405745","0.0288695570249412","1.78043061589335e-06","2.14632797198541e-06","0.0624999877801101","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"67","67","claude3","0.667533834631354","0.332466093021824","1.7931698052492e-09","6.48152592070672e-09","3.19218989140064e-08","3.21502269197102e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"68","68","claude3","0.729075542946999","0.27092437431386","5.38363972706512e-10","1.11729013891953e-08","3.31388025678908e-08","3.78890734493739e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"69","69","claude3","0.590614173422953","0.346861471493258","2.38798102167021e-09","2.7045899137122e-08","2.73705241878835e-08","0.0625242982793846","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"70","70","claude3","0.626978233898935","0.22528330521541","4.00307871096342e-08","3.65831959232605e-08","0.0227359383962572","0.125002445875415","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"71","71","claude3","0.785152611500069","0.200609732034069","3.83196163891507e-17","1.89540437211011e-09","0.0142375018562632","1.52714194814859e-07","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"72","72","claude3","0.674601866282713","0.325398060852508","1.7377978743836e-08","6.65458967215097e-09","2.41149577547784e-08","2.47172527800901e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"73","73","claude3","0.443683112423198","0.413445341673927","0.0463867616358426","4.38179338983099e-08","0.0339837748649427","0.0625009655841555","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"74","74","claude3","0.66646390311464","0.333536053548838","2.11430289009707e-09","1.53335374911681e-10","2.01704529881804e-08","2.08984313546398e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"75","75","claude3","0.637070708621012","0.274702813100339","0.0630609553672616","1.34123425835022e-11","3.58747755384611e-07","0.0251651641502202","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"76","76","claude3","0.653567514419272","0.22714630828143","0.0534482238872778","6.73535995870399e-08","1.00407756026436e-07","0.0658377856506644","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"77","77","claude3","0.611496431882776","0.326002174581477","2.03218300983504e-08","1.21431562663081e-08","3.82284458596414e-08","0.062501322842315","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"78","78","claude3","0.576760542033031","0.397039967415137","3.72376856331446e-08","1.89087025841614e-08","0.0261993987515569","3.56538869692522e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"79","79","claude3","0.642380459516085","0.335369504720296","7.48558885529293e-07","1.49312614342007e-06","0.0222462978698032","1.49620878698565e-06","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"80","80","claude3","0.459703606242984","0.47779507391763","2.6209401907221e-08","2.59265118454723e-08","2.56194895392239e-08","0.0625012420839823","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"81","81","claude3","0.528031641739479","0.279836776039495","0.0137804558890968","1.24979360407728e-07","1.53967301790343e-07","0.178350847385267","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"82","82","claude3","0.795302728870954","0.204697182872882","7.50568258314186e-14","2.67585439483837e-16","1.14754828978334e-08","7.67806056759517e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"83","83","claude3","0.716738388124601","0.202473006287499","2.29669171173422e-09","4.59686574473289e-08","0.0182886574499845","0.0624998998725664","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"84","84","claude3","0.571930087580514","0.339171541076838","7.68819236041874e-09","1.25787871997305e-08","0.0888982834590023","6.76166655863032e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"85","85","claude3","0.656649180435417","0.343350761219947","6.8656551717347e-09","1.45498863746383e-08","1.63203980894773e-08","2.06086972845361e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"86","86","claude3","0.594034776997993","0.343441634807071","8.37261099192541e-08","1.76732784043655e-08","6.28572061722195e-08","0.0625234239383413","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"87","87","claude3","0.623605529230899","0.271731024687474","0.0168163498458761","6.23627564848888e-08","0.0253463888887044","0.06250064498429","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"88","88","claude3","0.536280312883624","0.338717111184213","1.25741331100092e-08","1.34232307169001e-08","5.48595276966345e-08","0.125002495075272","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"89","89","claude3","0.6650494960526","0.334950453739547","1.47564917304637e-10","1.63288805933207e-09","2.41702099629439e-08","2.42571897147565e-08","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"90","90","claude3","0.741538847676715","0.133361524476514","1.93632273074424e-08","1.55821674648776e-08","4.49508977478822e-08","0.125099547950478","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"91","91","claude3","0.572269687654293","0.339044587554085","3.08994077459495e-08","5.80202850069809e-08","0.0261829735489261","0.0625026623230033","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
"92","92","claude3","0.434364817349865","0.4065664558966","0.0590416352759385","6.75093842046325e-08","0.0375244990398353","0.0625025249283772","901","501","901","501","901","901","901","901","501","901","501","501","901","501","901","501","_1","1","0.416518967994928","0.792059600988173","0.140415264896591","0.477831829533379","4.1788467675069e-11","0.0790638396976079","1.80338195274111e-10","1.4443457478275e-06","1.56062689205154e-08","0.080539704393155","1.76848168148628e-08","0.125049158968276","901","901","501","501","901","901","501","501","901","901","901","901","901","901","901","901","501","501","901","901","501","501","501","501","901","901","501","501","901","901","501","501"
